RECORD_NUMBER,CUSTOMER_ID,CUSTOMER_NAME,CUSTOMER_SURNAME,CUSTOMER_ADDRESS,CUSTOMER_ZIP_CODE,CUSTOMER_NATIONAL_ID,CUSTOMER_BIRTH_DATE
27,27,a6b54c20a7b96eeac1a911e6da3124a560fe6dc042ebf270e3676e7095b95652,9950fd2c5b1854dcf27d5f1c8cfcec3563c57694ba3ce6e4c3871c22836f8a50,"712 Day Cliff Apt. 297, East Nathan, WA 11728",42370,aef4d9f724ba25984796b0ff499b7d819a850d39fedbe7bdd83520b7454c1228,1989-11-25
28,28,78a1a1dae4e56fb0aba67dadc5ab5ab808f505137efedecfb7c2f12a4195c58b,43ecf1576d25b8719350726ec2e5407a47f99d475e413d5f0dd9eccc2142de65,"05977 Franklin Burg, Vincentbury, DC 94884",32243,0bccaeb9fb08298b6178d18d8a207d95dca712fd79bf506a2a5b418743007c3e,1990-11-16
29,29,c7a11e9a55de2b146e3b2d75e9112ee6af4e5b439658e725e6afca92e93bf0bd,e3fcf621116d3fe80cb7f2f360e1c4aa0cfed5d09d466bd04e4c8155970de874,"425 Heath Ranch, Port Andrew, AR 70785",06662,f4ee9265e65eb1fc4e398fd18ed7c68e407d435b62c5aee0b8e8c62c5acf4fc9,1969-12-27
30,30,190eb3ebae2b41124493ac98ac49717fbd290156ca2e0de5f1d5c25a11e89120,6f005a18689861aa2634b7a3155a148a56fcd272bee9cc2fea167808990feffd,"142 Hughes Trail, Owenfort, AZ 06184",96746,c59a63af762a541e4d1bcd148769991ad90ad58e9f4b29a702991df988c02f74,1986-06-02
31,31,88e27fb4b1703bb2671edab87148ee492d8294d99a32895d39ec79fb27967480,0b0e10211410711c902c10191765c3f904e3d089fef0d292b8e30944be87327b,"299 Hampton Cliffs Apt. 689, Lake Paula, CT 01211",28181,82ce6cd354e860efa550876253f60f39c5bb1bcd9ac1fc906da9c3b4c203b0ea,1973-01-24
32,32,f166226706d234dbf22ef3eda3a666a9c6a6fb249c193dd38920cc18a953dfb1,baa4941d577137bd09abfca4f9d82e2d8f43ac76cc9a53ac58006f5341ee541d,"4679 Jeffrey Lock, Rickyton, RI 74484",88489,793e6bd8c651244fc571e5b30509483e9ec71ec727b9def5025688a8a4bdc73b,1984-10-05
33,33,83b8d6537937f10ae21ea288d14f7daa1f893569e7e9e82321d91a255f89d84d,7eda9949566709d98d11abf940df33798943ac770388e45781dda9b781e9a47c,"55323 Schultz Walk Suite 834, Melissaton, ND 54566",29651,1831ea769f7fd64c0784df8cd3c2e10959e01bf114615ba785041a5c3174805b,1998-08-07
34,34,a6b54c20a7b96eeac1a911e6da3124a560fe6dc042ebf270e3676e7095b95652,f606e1670dbd4929a048dee2d785ca1a8ca45ebb72425c4d881a75d016483e32,"58921 Tony Island, New David, AK 74577",44168,6a25c227f25f4020966cb5e01a66428255af45ff7877f9f89c32d51e0f6a3f04,1993-09-08
35,35,d6675839fe32c1e9ce1d4cf9bb62c7606cb08f2995d4407a2216290d8e2ef89a,502ae197407d7228d7b23234763529027e1da6a441301a6f6f405cdc62225208,"7156 Larson Keys Suite 771, Tylerton, SD 78586",33554,ed94597c8cb5a318450b2fe057d0ca32e0bf1a6d216d96ae259d0596aac3231a,1989-09-13
36,36,fb338e53da57ec89c638f24e8f87697a70d0c0d8e4cc3a56f754211d2c6f0444,25c7e17d3e9906a3ebe30c1b91b8a3fc507f4192f32ad8cfee0c68249244c747,"3764 Kevin Streets Apt. 841, Port Kyle, KY 25943",82351,307bc64fbea4fbb915d5b7bed8eb56bc944032d0760d283b02fe56c4c5e89a61,1979-02-24
37,37,b74f836916b6b3d61bed6cb0cc69d43dec124eeb444974dd688d8371a7c038cf,716545ea5827317b597b9f531b753bb931989bbe63df4307ef312fdb7374a154,"210 Hall Gardens Suite 082, Samanthastad, RI 12492",66655,280a50fecc4a3747182702ffb7a8938a4f1e21427f7b7674fb862820d8091506,1995-09-28
38,38,093de0b0eeb1edce1def56262d4775111263d9a0a36bb4a1dc56c39301700fc4,266a7b5eddfcd6b1f5dd142fada6c3f6f202056170bda4afc64094ff578edddb,"8575 Thornton Crescent Apt. 095, East Marctown, NE 74780",11493,0408d5aae9b51a3143c9c1585fdc92d106d8f40301b4ce1beb408752c4d03dfb,1974-01-16
39,39,864282b76c39e6748fa8b9accb2953bc89a3ec4f6c5ca1627624d6a58edd5619,c3572ef3b4069a5e9ff9bbb46b95107005784e18e5df1be09ed9b13837522c8c,"02703 Alvarado Cliff, North Charles, MI 67506",69785,7cf8f0ef7c655e485e225c1596050e3e00199167a37bc0bc732d17696e391769,1998-04-14
40,40,5dfcf9ef1fb1ecbce32fefe37ae99aff68832a7e2ac74f52daa5a1bcd8038118,dbadfc88144b0c153a2d1bdf154681c857a237eb79d58df24e918bca6e17db05,"2876 Thomas Prairie, Dominiquefort, CT 71553",37418,ccde7023a86130fa2830b87f5e9769f19e0b92e68e88f51a7a4ecb902e2b6697,1996-09-08
41,41,5e30754c3c1a4adb8e756bcc772cd0e8981d0fc5d5a35d5dd93bbdad7337ea1f,7458199fe97a184002bfd3c42bae81371f0ae2229b5c0a257a9bae77e4f4eda8,"51440 Harold Port Suite 266, Susanton, VA 13186",50822,f58e1de3a1800661cdbd5d27d8043fc5c4fc1fd4f17fc1ca764c2d06594eb264,1991-10-27
42,42,cc5e9d52cc2f9940df54271791906358bfa76523251c85831e69c49294b342f1,67ff5de6ad9f6aa632ceb8daf34698426c4346c1b19ce015dcca91b8f02a9d1a,"351 Juan Estates, Amberland, VT 24602",12807,800d9d2b764b09d247b573c7a4518d2b97f79dab2b0a3ff96b3cee0cc95763b8,1967-02-28
43,43,8a8ae63ee3a6ea5a8855f988c3f9e60276001b9f47e004dd63c6dccaba05c9d1,52d7d8604bf71e968bf07d468c7d394bff7cb0bb142fd4da7a85dd6f8056a940,"89721 Richard Avenue, South Aaronfurt, CT 64093",33167,61a7abe0ae89cae41f6dddfdd75129978cdf1b35aac0bb40abd5bb61ba834b70,1962-03-23
44,44,ea72c79594296e45b8c2a296644d988581f58cfac6601d122ed0a8bd7c02e8bf,c2793b826cc96e7fe5bd695d00af187d2d9b5e4e0bfe7619c041d8f6f4972362,"6088 Patrick Port Apt. 251, Lake Christopherview, SC 52131",74899,dd079ae592aecc39c15684ff81656c0ca5f42340e9de4567dca3642cb95cd9cb,1976-11-15
45,45,2683d9b5359f8fb2c5dd4588d50d7f027e816a23d6f70c9d081b5c16f6bfcc6d,fca35c91c14dcd08d99cd76c114da567b5164f6afcf01a4f63c92d3b75a57737,"9471 Stacy Falls Apt. 024, South Jennifer, ID 93337",19782,8ecd7810031e127d6cb71a3baaf65cf225b4cc70decbd4c9d7ab45bb3dbff125,1996-05-02
46,46,821001fe261bcf37288d7c1767188ed38cfcf17c5f86ffd1fc11db1b59f53127,a2082a6c839b56fb6801dbe124886baca36f69e1666f1196cb9c731619133975,"389 Mark Groves, South Jacob, OK 89082",25910,110da5cea2b6dd26ae70f6c47ce5fea7ce7ea53a6e73ebe356be6a9395e36433,1986-12-01
47,47,7297db81c2f7916e25b9593f8c8785e1aa1487fa9f3961c50b7cc5f1a541bc82,67164674acec10449153bd1db04eeb1e8a1c715b91da17590046195b7b96151b,"5086 Hahn Hollow Apt. 256, Vegafort, WA 64574",05938,d7651ae950236193ce1ef6249bf24fa43ebeb24da00a433c90ae5ef837004db9,1969-01-18
48,48,d389e0c290ef5aaf0beb87b24760bdb3f1e9003f299359988bd4e4c5fd9db100,d29e4688269aa35fbab8b7935591722de68b6f8c081c86999c36a7652e64e7b8,"591 Stephanie Manors Apt. 692, North Matthewshire, SC 76635",88041,43916a1827ce5eb835cfad6422434bb98d0108342faaa6fe351821ef5460b2ce,1996-12-17
49,49,7e8c729e4e4ecc320cb411c4d1419bf5fbad733212d4e9491b7630aaef0b8b1c,8f2364e11b8be3ff008f32b3dedb54e659362429bcc9e3eb6acb6070de4ffbff,"136 Ross Track Suite 320, New Brianmouth, NJ 11648",50554,344a96fa83ebae7415272b70bb9f5e29a5a389b26612f9b80e79464cbaac3f4a,1998-01-01
50,50,2d1e830624b2572adc05351a7cbee2d3aa3f6a52b34fa38a260c9c78f96fcd07,29940161fe9fe57993cb27e0a07668bd018b43d4afae3e13083ccf169e2bc106,"53734 Riley Shores, Deborahborough, UT 49056",81414,0a2110b36c3e2d5bb261c1a2a122ab8d1f0b17d3a39865f50288db9d79b1d8e3,1988-03-16
51,51,dea700646492a3ca1b2114eb1ffbe5beaa785c023a8edecf7a57a31b892b6f79,25aa5e1dc2c2ef71424f0ad21cf1e512a429de24b18152891503b62ab12ade93,"97755 Michelle Wall, East Christineview, SC 33193",12718,6b70609fe3988cd8d6291db8517d117e05a7e11ee28296ddebded9b0340526a8,1980-11-25
52,52,c47d6edb98152fe87bdd671364e75a8cd6d911e6b7428fa656ab834a6d3ad411,33ebd52a27fb61999f34cceb03eb4750058a5536eaa405df862d8f9c074d4e9d,"17515 Preston Crossing Apt. 055, Lake Juliaton, GA 49390",16325,c64fac3ac5390b35d9db53273cc1d796abbd9c8e52a2b3cee6dce5ae7b003192,1981-08-29
53,53,cb14bf5073ebaf6d9d04b63164b7017b2011d3558fb2f80f9450c9f5de6f6de8,d18d0f4ad12620820bcd18779d141565e8c09da134883340adb6b5d99af40b83,"0731 Elizabeth Walk, Ericchester, TN 93328",65244,7f9f57f77ff0333244b5c8e0162ba280c855f1ef215b29d9b0c4351d35da00a4,1988-06-01
54,54,cbb666f64179004cddd7ac9c47f37d52fe7714b243bcfec2cd2a762deb7e2467,25c7e17d3e9906a3ebe30c1b91b8a3fc507f4192f32ad8cfee0c68249244c747,"406 Everett Lights Apt. 267, North Christophertown, MO 03870",72040,89eac3056d3a9512bb2af2e10acd9bb05de12a14fdd62ecbf6111955e648e6c8,1971-03-11
55,55,5c607f66c4a21215bdddbedde8eb8e3f939f9dcfc6e210c6dda2514d52d36103,1cd8e5f4826e1e694b14ca74ea2f39975dbdfc9ab93b47a7ae7889144c5bc36b,"494 Flores Roads Suite 937, Maystown, DE 71221",07798,a284cd84fd79fca133d1eabafed6651de376c1793a037c33f34463616f87644b,1969-04-10
56,56,79cb79153c08657ed66fe366e7e92fef8dcbc8be1a2e91f7cace938d61dc4b96,f273c1b56f63b2eb092a8a21fc291f40ead9b9e9004aa5e377aa48b92f207c85,"7806 Ward Island Suite 805, Port Hollyfurt, TN 08104",36966,1d75e56b6697ac6124324296c681e8011f4d63f71ed7c15f25b0f07cc786658f,1972-08-30
57,57,324a17d21917a99cf2ac6ea468b73ece5685161d414e9416c16df0018d3c6db5,1cdbeed0b5be3e66aefe4e4cd5ebea7c44bc2bdb23c15c8c97334303d4d0d2da,"907 Black Circles, Nguyenland, AK 70754",77197,e4681c223ab2f014e25097400935f942f5cb15c2c7708206a8927003a43642f6,1985-04-21
58,58,f787b4f6eed17c53306a36063b0561aee3c3fee000843450ff9cf8eee18005aa,0b0e10211410711c902c10191765c3f904e3d089fef0d292b8e30944be87327b,"15686 Theresa Neck, Joshuatown, NM 53737",92223,2eb14c27f38444a31333b0d7ec23bde4e6902d98add3e58ee2e79d7f7c821851,1973-04-16
59,59,674c1f08fac053e604366eb24f2123568e367479301d4dd14e6109ca85abda1b,3013b18f4387bbe12cdb6d3ba9aa45a36adce32485da62113f97163f16beda66,"0687 John Center, South Brittanychester, ME 85717",24252,697dd76d3625dc207d5f352fe3d5a5bd76255333fe424d4efe529a240c94811b,1999-09-25
60,60,1262ca620719007850acbd834332e722d1c7620b7b982c142df8b13532149580,b35711f3f896189ca28453bc8031cb1bcb4f71295d052b132618e992b82e0874,"7080 Jason Stream Apt. 506, West Robert, TX 63785",67000,0a0d6c8c93d8601fdb7e9d2516959195fa38f1ec698e17f7f8f52001b68f622b,1988-08-29
61,61,9345a35a6fdf174dff7219282a3ae4879790dbb785c70f6fff91e32fafd66eab,4b5f8ba710ac9656fd85b6865fe94d661b9cee13e9e0dfff6188900bc9f65355,"USS Harris, FPO AP 92046",63512,27760f0e7b7de4cf0483fbb14c2d055ed5aa9247dc6e082667b452493a1e8896,1975-09-28
62,62,5714e04739071aabdf34a209fcec4c33976a969dd2ca1c5007b406b2d8642bc5,fe16a94194b3857b569579be460d2079ebcb36e9b8b03649191a92e8b0fe35c9,"PSC 2134, Box 5749, APO AE 68132",59558,f5b2f759e14c9316059fa39493c8644c1e93a3f1a6561840f10f7fa094e1fa31,1989-05-10
63,63,ed14016728b28383f3cf1a26cdee73433c8ca0ddf1c98b0cef328f675603d2f9,fe16a94194b3857b569579be460d2079ebcb36e9b8b03649191a92e8b0fe35c9,"131 Ashley Mountains Apt. 631, Mariefurt, ID 95590",71148,29447761960fb1aa46fe08434074c47de1ccafdf53679baf8b461a39ac55b2bd,1967-10-04
64,64,248715109e6a2d0c23343a5dda82be162326e4715ec69bb8f24755848739d910,69eabae5f70de3feb719eb6a56830e8f5813d0aedc70662cdff573d40972adf1,"32258 Mitchell Land Apt. 145, Markport, CO 43363",87218,ffe99ae82fcf5c1004352d12f247a71e991a59115e118578d2313fc6ec8831eb,2000-11-30
65,65,66e52fa9061472674466cdec63bfec6afe1417989e2e3f1e163b71e1b13f5f18,fe16a94194b3857b569579be460d2079ebcb36e9b8b03649191a92e8b0fe35c9,"86901 Sutton Turnpike Apt. 955, North Lukechester, WA 90941",09968,0ec0f2994c2969355494e6fbd8c110996b051ff40a2e16f958cf254ca3c401a8,1983-05-12
66,66,a350091b19d64b70d486e50c1e4b4cacce1b1efc701a255eeba0cd9639301cb5,4c20e868374355c00c47414c8f969e559afadb64dd0dc1a07e2d8e8261fbfce7,"PSC 3947, Box 3497, APO AA 33800",13656,ac48b22bff4a2b5840720ca99ab69aba82ffd7b66d2b8cae3d0c5f40798084d7,1999-04-14
67,67,f6dce2c608ef3fd522dcd3a4ab897f855945309f2d04e64f86e507730137596a,5d422d0acb34b8c10ed55cc2809937c8226538ec1729f5cade99449c597b30e4,"3851 Natasha Hills Suite 915, Coltonbury, MN 02249",68864,339e9f4f710ca463b72e4406968822c7b119ead3266ae8f123ed3f4e50e1e71e,1998-07-23
68,68,53b1fb446230b347c3f6406cca4b1ddbac60905ba4ab1977179f44b8fb134447,f55bd2cdfae7972827638f3691a5bc189199d7cff7188d5ead489afdea0e5403,"53988 Caleb Prairie Suite 232, Lawrenceberg, AL 85241",14352,74cd2e9ef79c8674962aac69d469c484a88f95d95d0c69d7eb4ed4bee0b62538,1978-09-03
69,69,d7cda0ca2c8586e512c425368fcb2bba62e81475bfceb4284f4906de8ec242bc,2ef3ecdf27afd1356546d2484f261199940d4cc28c36aeda609871f69f735647,"18560 Williams Coves Suite 240, South Benjamin, MD 98857",77712,5ee67f03616e280909a9d4bb6f036d41042ad2f5b718160286362b51cc175d4e,1961-04-21
70,70,03a01a7153741522933bb94d447ae07519a745501c144867787ca59bb0631f3a,b9e2cc6db3748fe66a615a9ea18ba86a23b709e70aa875170bddc26f4fc5b164,"0930 Mcfarland Trail, West Amandaberg, MD 49993",75919,6da5ebf42487c5bd9ba2464bea2dbe56090013010e217cf6525af3e6eef52b76,1966-10-05
71,71,5714e04739071aabdf34a209fcec4c33976a969dd2ca1c5007b406b2d8642bc5,d486dfbd5fb578340bccbdd0a662527eab38550648d5f44517e5ac71b8824703,"7823 Marie Fork, Scottport, NH 59071",83997,6a63da4efad15456e098f7b67ed37adcbee1ce3d98ec9884b2be0d0b6c0f12ae,1977-06-07
72,72,3090ad7f5b83a40b050aad6e04d2f663049aca5cf0253e1b2ff592fcfed3ef9c,9af33551d9f4ceb5380c932056ce62a09e2a69b3a50c6abf9e566191d32f74b7,"516 Ashley Creek, Lake Karen, DE 21804",96463,df9cec23dcb2309b15f4bb250d4049901bf5a5c1649b6446d644bd096d2c0d08,1967-06-11
73,73,7297db81c2f7916e25b9593f8c8785e1aa1487fa9f3961c50b7cc5f1a541bc82,ca32c23c27432bb36ff2ea671ef17063d2b00cc30bb335b27266788daedbbe7f,"254 Brian Wall Apt. 766, Davidmouth, IA 42071",85110,bf81bf43e5e632c64db48cfa07f5b08e3b1ee792cb35bc377701c685f2b99e0b,2000-05-22
74,74,78a1a1dae4e56fb0aba67dadc5ab5ab808f505137efedecfb7c2f12a4195c58b,9f01fd213294c5e95ff2e194d8f238533900f2b35272e3a56af2f7978637b4e6,"7054 Kevin Curve, Averyfurt, FL 95983",22920,52882f6dd5b4de16107b97f643c21013421e0886d6870ee41755c76458f25444,1974-09-29
75,75,5714e04739071aabdf34a209fcec4c33976a969dd2ca1c5007b406b2d8642bc5,95c5dd81e14a7113b7804f53ab2dc715bd141c55db0b4f4ffcdc28a66fda42ea,"374 Schneider Landing, Nguyenburgh, IN 89145",81408,073d61f47922fbc18823cb02137ea2be97506def4abc2103cf833d65528e4eab,1993-10-02
76,76,8f7e5c6b6c01136411aae6ff67d694d0e76394eb08640c34b22905fe37774fcf,b9e2cc6db3748fe66a615a9ea18ba86a23b709e70aa875170bddc26f4fc5b164,"USCGC Cantrell, FPO AE 19413",15636,1426176409ab6e83bfbb4773120cf0c882b2d87ff909fa2c010416ca3fd38363,1974-04-30
77,77,abaa68c541efe0fc9bdc55fedf664487cf572ec27dbeb35223bdb4f8faa2e709,fe9b82bf7aca02ecca9443c0d0dbf60e79cf970f37567f04c6b6e918a8a68c71,"48007 Potter Squares Suite 777, Lake Robert, PA 21403",75865,483ccb3c7813321fc88cb8d539309c38a532ad455f07e71cd3cf1f1d5958047e,1989-03-18
78,78,75b51718f6c2e874a5747ac4b9f2d456fa87bb25ee76d8aabe60089aa228aff5,d486dfbd5fb578340bccbdd0a662527eab38550648d5f44517e5ac71b8824703,"039 Jason Mountains, South Joeltown, OH 62605",50848,8f87a08300926f1bbddd66e8f9c0d49cc82c18fab6acad43a21f36b4b195db3a,1997-12-29
79,79,ed14016728b28383f3cf1a26cdee73433c8ca0ddf1c98b0cef328f675603d2f9,e96954f68a153ca891a346074d839baf68a6c6877c1019ac4ea1ac2d79869edc,"62643 Davis Courts Suite 324, North Samantha, VT 25989",54398,dbe23e82845168129c682b647cb86452929006e563ac40e2bf675b8cca0834f4,1966-05-26
80,80,8d2f3db7b78917dfa579396265d931aece30d695413e5787c387f1c0d6cfafac,e7da824a74f63dca52274274faf0c2f71513636bb3d1d741d79ff107407836e6,"9657 Stephen Parkways, Fostershire, OH 41005",69055,1d1b6d10820f531aaba312a9460741d831a2d67ae7017fcd6191cdb1302f537c,2000-04-26
81,81,a9568a4adada5f7353120ce229ac4f1c1c95b77b2f6448494791d79818f51b74,6a97f77a12c33f876773cda2a21149bbd63e9063f94747028f50d636d4c03869,"USNS Carpenter, FPO AA 80764",31259,9ad1ac56ffa788340aa03dac7894708fd1998070a960730451f5217543b9cefb,2000-12-26
